# CRC MEDLANKY DEFAULT (Data loaded from a file)
# 727 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (22,9 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.326,435.44,35.714,-11.703,43.55,11.77,173.642,0.061,173.642,0.02,24.922,1.254,49.217,16.501,9.808,0.229,-1.509e-4,-4.584,-0.008,856,166,0.024,8.095e-4,545,417,2.019,0.138,2.085e6,0,1.929,0.498,0.498,0.224,0.151,0.122,0.06,0.121,-4.7e-4,0,0,0,0,-3.016e-4,0.005,63,30,49.675,0.034,5.135,10.22,928.3,337.492,0.05,0.073
7.376,437.211,35.133,-11.539,43.037,11.619,174.886,0.062,174.886,0.02,24.856,1.366,49.217,16.501,9.808,0.057,-1.423e-4,-2.865,-0.005,856,166,0.024,8.095e-4,545,417,2.025,0.137,2.061e6,0,1.884,0.498,0.498,0.224,0.151,0.122,0.019,0.039,3.431e-4,0,0,0,0,-1.206e-4,0.005,63,30,49.504,0.034,5.056,10.208,928.1,337.485,0.05,0.073
7.426,438.953,34.561,-11.337,42.529,11.439,176.127,0.063,176.127,0.02,24.784,1.522,49.217,16.501,9.808,0.115,-1.474e-4,2.75,0.033,856,166,0.024,8.095e-4,545,417,2.022,0.135,2.037e6,0,1.839,0.497,0.497,0.224,0.151,0.122,0.037,0.074,-1.808e-4,0,0,0,0,1.163e-4,0.005,63,30,49.389,0.033,4.968,10.197,927.9,337.478,0.05,0.073
7.476,440.667,34,-11.128,42.027,11.257,177.365,0.063,177.365,0.02,24.703,1.699,49.217,16.501,9.808,0.344,-1.934e-4,6.188,0.01,856,166,0.024,8.095e-4,544,417,2.013,0.134,2.017e6,0,1.804,0.497,0.497,0.224,0.151,0.122,0.1,0.2,7.724e-5,0,0,0,0,5.872e-4,0.005,63,30,49.217,0.032,5.025,10.186,927.7,337.471,0.05,0.073
7.511,441.866,33.607,-11.068,41.673,11.202,178.24,0.064,178.24,0.021,24.642,1.723,49.217,16.501,9.808,0.401,-1.069e-4,10.772,0.003,856,166,0.024,8.095e-4,544,417,2.011,0.133,2.004e6,0,1.781,0.497,0.497,0.224,0.151,0.122,0.112,0.223,2.194e-4,0,0,0,0,0.002,0.005,63,30,48.873,0.033,5.096,10.178,927.6,337.467,0.035,0.073
7.544,442.978,33.237,-11.157,41.343,11.267,179.058,0.065,179.059,0.021,24.586,1.572,49.217,16.501,9.808,0.229,-1.459e-4,13.98,-0.03,856,166,0.024,8.095e-4,545,417,2.017,0.132,1.99e6,0,1.755,0.497,0.497,0.224,0.151,0.122,0.068,0.135,-1.968e-4,0,0,0,0,0.003,0.005,63,30,48.472,0.034,5.095,10.171,927.5,337.462,0.033,0.073
7.594,444.622,32.677,-11.313,40.85,11.392,180.283,0.066,180.283,0.021,24.514,1.337,49.217,16.501,9.808,0.021,-2.253e-4,-15.183,-0.458,856,166,0.024,8.095e-4,545,417,2.027,0.131,1.971e6,0,1.721,0.497,0.497,0.224,0.151,0.122,0.006,0.016,4.097e-4,0,0,0,0,-0.004,0.005,63,30,47.727,0.036,5.169,10.16,927.3,337.456,0.05,0.074
7.644,446.241,32.106,-11.478,40.359,11.53,181.507,0.066,181.507,0.021,24.455,1.099,49.217,16.501,9.808,0.286,-1.791e-4,-12.662,-0.039,856,166,0.024,8.095e-4,544,417,2.015,0.129,1.95e6,0,1.685,0.497,0.497,0.224,0.151,0.122,0.085,0.174,-2.508e-4,0,0,0,0,-0.003,0.005,63,30,46.983,0.036,5.161,10.149,927.1,337.449,0.05,0.074
7.687,447.603,31.613,-11.54,39.941,11.581,182.551,0.067,182.551,0.021,24.411,0.979,49.217,16.501,9.808,0.401,-1.185e-4,-7.964,-0.028,856,166,0.024,8.095e-4,544,417,2.009,0.128,1.929e6,0,1.65,0.497,0.497,0.224,0.151,0.122,0.124,0.25,-3.71e-6,0,0,0,0,-0.001,0.005,63,30,46.524,0.036,5.076,10.141,926.9,337.444,0.043,0.074
7.719,448.598,31.248,-11.442,39.634,11.49,183.324,0.068,183.324,0.021,24.38,1.043,49.217,16.501,9.808,0.344,-1.283e-4,-4.125,-0.019,856,166,0.024,8.095e-4,544,417,2.013,0.127,1.916e6,0,1.627,0.497,0.497,0.224,0.151,0.122,0.098,0.197,2.953e-4,0,0,0,0,-2.92e-4,0.005,63,30,46.352,0.035,5.063,10.134,926.8,337.44,0.032,0.074
7.76,449.896,30.775,-11.188,39.232,11.259,184.343,0.069,184.343,0.021,24.332,1.264,49.217,16.501,9.808,0.039,-1.356e-4,-2.063,0.017,856,166,0.024,8.095e-4,545,417,2.026,0.126,1.9e6,0,1.599,0.497,0.497,0.224,0.151,0.122,0.011,0.023,-3.725e-4,0,0,0,0,-7.527e-5,0.005,63,30,46.238,0.035,5.096,10.126,926.7,337.435,0.042,0.074
7.81,451.421,30.224,-10.913,38.757,11.015,185.558,0.069,185.558,0.021,24.262,1.495,49.217,16.501,9.808,0.286,-1.488e-4,4.183,-0.008,856,166,0.024,8.095e-4,544,417,2.014,0.125,1.881e6,0,1.567,0.496,0.497,0.224,0.151,0.122,0.084,0.17,4.817e-4,0,0,0,0,3.048e-4,0.005,63,30,46.123,0.035,5.122,10.116,926.5,337.429,0.05,0.074
7.857,452.819,29.718,-10.782,38.318,10.897,186.688,0.07,186.688,0.022,24.189,1.577,49.217,16.501,9.808,0.458,-1.45e-4,8.766,-0.019,856,166,0.024,8.095e-4,544,417,2.008,0.124,1.863e6,0,1.537,0.496,0.497,0.224,0.15,0.122,0.125,0.249,1.933e-5,0,0,0,0,0.001,0.005,63,30,45.837,0.036,5.138,10.107,926.4,337.424,0.047,0.074
7.891,453.817,29.355,-10.76,38.003,10.873,187.505,0.071,187.505,0.022,24.135,1.564,49.217,16.501,9.808,0.458,-1.35e-4,12.834,-0.034,856,166,0.024,8.095e-4,544,417,2.008,0.123,1.851e6,0,1.518,0.496,0.497,0.224,0.15,0.122,0.125,0.248,-3.238e-4,0,0,0,0,0.003,0.004,63,30,45.436,0.037,5.198,10.1,926.3,337.42,0.034,0.074
7.926,454.849,28.973,-10.856,37.675,10.949,188.358,0.072,188.358,0.022,24.082,1.427,49.217,16.501,9.808,0.286,-1.957e-4,16.1,-0.057,856,166,0.024,8.095e-4,544,417,2.016,0.122,1.838e6,0,1.496,0.496,0.496,0.224,0.15,0.122,0.075,0.147,3.909e-4,0,0,0,0,0.005,0.004,63,30,44.92,0.038,5.221,10.093,926.1,337.416,0.035,0.075
7.976,456.284,28.425,-11.078,37.213,11.138,189.56,0.073,189.56,0.022,24.018,1.153,49.217,16.501,9.808,0.115,-1.591e-4,-16.845,-0.115,856,166,0.024,8.095e-4,545,417,2.022,0.121,1.818e6,0,1.463,0.496,0.496,0.224,0.15,0.122,0.032,0.07,-9.713e-5,0,0,0,0,-0.005,0.004,63,30,44.06,0.038,5.202,10.084,926,337.41,0.05,0.075
8.026,457.691,27.865,-11.249,36.754,11.288,190.76,0.074,190.76,0.022,23.966,0.94,49.217,16.501,9.808,0.401,-1.158e-4,-13.235,-0.027,856,166,0.024,8.095e-4,544,417,2.009,0.119,1.797e6,0,1.43,0.496,0.496,0.224,0.15,0.122,0.12,0.244,-1.897e-4,0,0,0,0,-0.003,0.004,63,30,43.316,0.038,5.143,10.075,925.8,337.404,0.05,0.075
8.063,458.696,27.456,-11.248,36.423,11.285,191.629,0.074,191.629,0.022,23.934,0.909,49.217,16.501,9.808,0.458,-1.109e-4,-8.995,-0.013,856,166,0.024,8.095e-4,544,417,2.007,0.119,1.783e6,0,1.408,0.496,0.496,0.224,0.15,0.122,0.132,0.266,3.301e-4,0,0,0,0,-0.002,0.004,63,30,42.915,0.037,5.132,10.068,925.7,337.4,0.036,0.075
8.098,459.661,27.06,-11.099,36.103,11.146,192.476,0.075,192.476,0.022,23.9,1.02,49.217,16.501,9.808,0.286,-1.376e-4,-5.844,0.002,856,166,0.024,8.095e-4,544,417,2.015,0.118,1.772e6,0,1.389,0.496,0.496,0.224,0.15,0.122,0.079,0.16,-4.952e-5,0,0,0,0,-6.789e-4,0.004,63,30,42.628,0.037,5.196,10.062,925.6,337.397,0.035,0.075
8.148,461,26.511,-10.852,35.657,10.918,193.67,0.076,193.67,0.022,23.844,1.204,49.217,16.501,9.808,0.044,-1.148e-4,4.641,0.115,856,166,0.024,8.095e-4,545,417,2.025,0.117,1.754e6,0,1.362,0.496,0.496,0.224,0.15,0.122,0.013,0.025,4.189e-4,0,0,0,0,4.337e-4,0.004,63,30,42.399,0.037,5.233,10.054,925.4,337.391,0.05,0.075
8.198,462.312,25.975,-10.645,35.216,10.73,194.86,0.077,194.86,0.023,23.78,1.348,49.217,16.501,9.808,0.286,-1.344e-4,6.818,0.007,856,166,0.024,8.095e-4,544,417,2.013,0.115,1.737e6,0,1.335,0.496,0.496,0.224,0.15,0.122,0.09,0.181,-2.448e-4,0,0,0,0,9.552e-4,0.004,63,30,42.17,0.037,5.255,10.045,925.3,337.386,0.05,0.076
8.248,463.597,25.445,-10.575,34.78,10.662,196.048,0.078,196.048,0.023,23.711,1.363,49.217,16.501,9.808,0.401,-1.256e-4,10.886,0.007,856,166,0.024,8.095e-4,544,417,2.01,0.114,1.718e6,0,1.306,0.495,0.496,0.224,0.15,0.122,0.108,0.215,2.321e-4,0,0,0,0,0.002,0.004,63,30,41.711,0.037,5.236,10.037,925.2,337.381,0.05,0.076
8.294,464.762,24.956,-10.609,34.382,10.687,197.142,0.079,197.142,0.023,23.649,1.289,49.217,16.501,9.808,0.286,-1.967e-4,14.381,-7.666e-4,856,166,0.024,8.095e-4,544,417,2.014,0.113,1.701e6,0,1.28,0.495,0.495,0.224,0.15,0.122,0.081,0.159,-4.848e-4,0,0,0,0,0.004,0.004,63,30,41.081,0.038,5.237,10.029,925,337.377,0.046,0.076
8.344,465.997,24.422,-10.744,33.954,10.803,198.323,0.08,198.323,0.023,23.589,1.127,49.217,16.501,9.808,0.018,-1.765e-4,15.928,-0.172,856,166,0.024,8.095e-4,545,417,2.026,0.112,1.682e6,0,1.252,0.496,0.496,0.224,0.15,0.122,0.005,0.005,4.024e-4,0,0,0,0,0.006,0.004,63,30,40.336,0.039,5.19,10.021,924.9,337.372,0.05,0.076
8.394,467.204,23.882,-10.861,33.53,10.906,199.501,0.081,199.501,0.023,23.536,0.99,49.217,16.501,9.808,0.229,-1.777e-4,-14.668,-0.015,856,166,0.024,8.095e-4,544,417,2.017,0.111,1.663e6,0,1.225,0.496,0.496,0.225,0.15,0.122,0.063,0.132,-1.451e-4,0,0,0,0,-0.005,0.004,63,30,39.534,0.04,5.15,10.013,924.8,337.367,0.05,0.076
8.444,468.385,23.336,-10.94,33.111,10.975,200.677,0.082,200.677,0.023,23.49,0.883,49.217,16.501,9.808,0.401,-1.348e-4,-11.23,-0.009,856,166,0.024,8.095e-4,544,417,2.009,0.109,1.641e6,0,1.195,0.496,0.497,0.225,0.149,0.122,0.116,0.237,2.618e-4,0,0,0,0,-0.003,0.004,63,30,38.904,0.04,5.013,10.005,924.6,337.362,0.05,0.076
8.49,469.446,22.836,-10.799,32.73,10.843,201.755,0.082,201.755,0.023,23.448,0.969,49.217,16.501,9.808,0.229,-1.358e-4,-8.079,-0.02,856,166,0.024,8.095e-4,544,417,2.017,0.108,1.628e6,0,1.176,0.497,0.497,0.226,0.149,0.122,0.063,0.128,1.284e-4,0,0,0,0,-0.002,0.004,63,30,38.445,0.04,5.079,9.999,924.5,337.358,0.046,0.076
8.54,470.574,22.3,-10.639,32.322,10.691,202.926,0.083,202.926,0.024,23.397,1.06,49.217,16.501,9.808,6.148e-4,-1.595e-4,0,0,856,166,0.024,8.095e-4,545,417,2.027,0.107,1.61e6,0,1.151,0.497,0.497,0.226,0.149,0.121,1.765e-4,7.899e-5,-3.694e-4,0,0,0,0,0,0.004,63,30,38.102,0.04,5.055,9.991,924.4,337.354,0.05,0.077
8.59,471.676,21.773,-10.455,31.92,10.52,204.095,0.084,204.095,0.024,23.341,1.172,49.217,16.501,9.808,0.286,-1.165e-4,8.365,0.014,856,166,0.024,8.095e-4,544,417,2.015,0.106,1.595e6,0,1.131,0.497,0.497,0.227,0.149,0.121,0.078,0.154,-2.734e-4,0,0,0,0,0.002,0.004,63,30,37.701,0.04,5.091,9.984,924.3,337.349,0.05,0.077
8.64,472.751,21.252,-10.449,31.523,10.51,205.26,0.085,205.26,0.024,23.283,1.129,49.217,16.501,9.808,0.229,-1.316e-4,11.058,0.027,856,166,0.024,8.095e-4,544,417,2.016,0.105,1.573e6,0,1.1,0.498,0.498,0.227,0.149,0.121,0.067,0.132,-2.334e-4,0,0,0,0,0.003,0.004,63,30,37.242,0.04,4.919,9.977,924.1,337.345,0.05,0.077
8.69,473.801,20.728,-10.504,31.132,10.555,206.423,0.086,206.423,0.024,23.228,1.042,49.217,16.501,9.808,0.115,-1.418e-4,12.433,0.115,856,166,0.024,8.095e-4,545,417,2.022,0.103,1.55e6,0,1.069,0.498,0.498,0.228,0.149,0.121,0.025,0.047,-2.064e-4,0,0,0,0,0.004,0.004,63,30,36.669,0.04,4.725,9.97,924,337.341,0.05,0.077
8.74,474.824,20.202,-10.501,30.746,10.55,207.583,0.087,207.583,0.024,23.177,1.009,49.217,16.501,9.808,0.046,-6.354e-5,12.892,0.115,856,166,0.024,8.095e-4,545,417,2.024,0.102,1.532e6,0,1.046,0.499,0.499,0.228,0.149,0.121,0.013,0.022,-2.556e-5,0,0,0,0,0.004,0.004,63,30,35.982,0.041,4.671,9.964,923.9,337.337,0.05,0.077
8.79,475.821,19.679,-10.432,30.366,10.483,208.741,0.088,208.741,0.024,23.127,1.034,49.217,16.501,9.808,0.115,-6.555e-5,13.579,-0.026,856,166,0.024,8.095e-4,545,417,2.021,0.101,1.52e6,0,1.03,0.499,0.499,0.229,0.149,0.121,0.037,0.07,-1.457e-4,0,0,0,0,0.005,0.004,63,30,35.351,0.042,4.76,9.957,923.8,337.333,0.05,0.077
8.84,476.792,19.157,-10.462,29.991,10.508,209.896,0.089,209.896,0.024,23.076,0.979,49.217,16.501,9.808,0.027,-1.559e-4,14.381,-0.172,856,166,0.024,8.095e-4,545,417,2.025,0.1,1.502e6,0,1.006,0.499,0.499,0.229,0.149,0.121,0.008,0.01,3.753e-4,0,0,0,0,0.006,0.004,63,30,34.664,0.042,4.683,9.951,923.7,337.329,0.05,0.077
8.89,477.737,18.633,-10.495,29.622,10.535,211.049,0.09,211.049,0.025,23.028,0.923,49.217,16.501,9.808,0.057,-1.852e-4,-13.98,-0.057,856,166,0.024,8.095e-4,545,417,2.023,0.099,1.483e6,0,0.982,0.5,0.5,0.23,0.149,0.121,0.024,0.053,-1.493e-4,0,0,0,0,-0.006,0.004,63,30,33.919,0.043,4.583,9.945,923.6,337.325,0.05,0.078
8.94,478.655,18.107,-10.517,29.26,10.553,212.199,0.091,212.199,0.025,22.984,0.874,49.217,16.501,9.808,0.172,-1.167e-4,-12.777,-0.03,856,166,0.024,8.095e-4,545,417,2.018,0.097,1.463e6,0,0.957,0.5,0.5,0.23,0.149,0.121,0.051,0.107,3.364e-4,0,0,0,0,-0.005,0.004,63,30,33.232,0.043,4.443,9.939,923.5,337.322,0.05,0.078
8.99,479.548,17.583,-10.442,28.903,10.481,213.347,0.093,213.347,0.025,22.94,0.897,49.217,16.501,9.808,0.057,-1.617e-4,-11.516,-0.013,856,166,0.024,8.095e-4,545,417,2.023,0.096,1.448e6,0,0.938,0.501,0.501,0.231,0.148,0.121,0.023,0.05,9.013e-5,0,0,0,0,-0.004,0.004,63,30,32.659,0.043,4.42,9.933,923.4,337.318,0.05,0.078
9.04,480.414,17.065,-10.275,28.553,10.322,214.493,0.094,214.493,0.025,22.893,0.988,49.217,16.501,9.808,0.229,-1.023e-4,11.975,-0.011,856,166,0.024,8.095e-4,544,417,2.017,0.096,1.439e6,0,0.927,0.501,0.501,0.231,0.148,0.121,0.06,0.116,6.133e-5,0,0,0,0,0.004,0.004,63,30,32.086,0.043,4.571,9.927,923.3,337.315,0.05,0.078
9.09,481.254,16.554,-10.177,28.21,10.229,215.636,0.095,215.636,0.025,22.842,1.028,49.217,16.501,9.808,0.344,-1.517e-4,14.324,0.002,856,166,0.024,8.095e-4,544,417,2.01,0.095,1.429e6,0,0.914,0.501,0.501,0.231,0.148,0.121,0.104,0.202,-3.981e-4,0,0,0,0,0.006,0.004,63,30,31.398,0.043,4.655,9.922,923.2,337.312,0.05,0.078
9.14,482.069,16.046,-10.161,27.873,10.212,216.777,0.096,216.777,0.025,22.791,1.014,49.217,16.501,9.808,0.344,-1.362e-4,17.017,0.005,856,166,0.024,8.095e-4,544,417,2.01,0.094,1.417e6,0,0.9,0.501,0.501,0.232,0.148,0.121,0.102,0.196,-1.605e-4,0,0,0,0,0.009,0.004,63,30,30.653,0.043,4.697,9.917,923.1,337.308,0.05,0.078
9.19,482.859,15.536,-10.243,27.542,10.286,217.915,0.097,217.915,0.025,22.742,0.937,49.217,16.501,9.808,0.172,-5.006e-5,18.908,0.037,856,166,0.024,8.095e-4,545,417,2.019,0.093,1.401e6,0,0.88,0.502,0.502,0.232,0.148,0.121,0.043,0.075,4.053e-4,0,0,0,0,0.011,0.004,63,30,29.737,0.043,4.633,9.911,923,337.305,0.05,0.078
9.24,483.623,15.022,-10.301,27.217,10.339,219.051,0.098,219.051,0.026,22.696,0.884,49.217,16.501,9.808,0.01,-1.782e-4,-19.137,0.917,856,166,0.024,8.095e-4,545,417,2.026,0.093,1.389e6,0,0.865,0.502,0.502,0.233,0.148,0.121,0.003,0.018,4.567e-4,0,0,0,0,-0.012,0.004,63,30,28.762,0.044,4.656,9.906,922.9,337.302,0.05,0.079
9.29,484.361,14.505,-10.366,26.9,10.399,220.185,0.099,220.185,0.026,22.654,0.828,49.217,16.501,9.808,0.172,-6.05e-5,-18.392,0.031,856,166,0.024,8.095e-4,545,417,2.018,0.092,1.375e6,0,0.849,0.502,0.502,0.233,0.148,0.121,0.054,0.119,1.874e-4,0,0,0,0,-0.011,0.004,63,30,27.788,0.044,4.619,9.902,922.8,337.299,0.05,0.079
9.34,485.073,13.986,-10.382,26.589,10.413,221.317,0.1,221.317,0.026,22.613,0.801,49.217,16.501,9.808,0.286,-1.323e-4,-16.501,0.019,856,166,0.024,8.095e-4,544,417,2.014,0.091,1.361e6,0,0.833,0.503,0.503,0.234,0.148,0.121,0.076,0.163,2.653e-4,0,0,0,0,-0.009,0.004,63,30,26.929,0.044,4.589,9.897,922.8,337.296,0.05,0.079
9.39,485.76,13.468,-10.333,26.286,10.365,222.446,0.101,222.446,0.026,22.573,0.809,49.217,16.501,9.808,0.229,-1.772e-4,-14.668,0.021,856,166,0.024,8.095e-4,544,417,2.017,0.09,1.349e6,0,0.819,0.503,0.503,0.234,0.148,0.121,0.06,0.128,-1.092e-4,0,0,0,0,-0.007,0.004,63,30,26.184,0.045,4.59,9.893,922.7,337.294,0.05,0.079
9.44,486.42,12.954,-10.216,25.99,10.252,223.574,0.102,223.574,0.026,22.531,0.854,49.217,16.501,9.808,8.634e-4,-7.466e-5,0,0,856,166,0.024,8.095e-4,545,417,2.026,0.089,1.341e6,0,0.809,0.503,0.503,0.234,0.148,0.121,2.476e-4,9.226e-4,4.15e-4,0,0,0,0,0,0.004,63,30,25.439,0.045,4.68,9.888,922.6,337.291,0.05,0.079
9.49,487.055,12.447,-10.087,25.702,10.127,224.699,0.103,224.699,0.026,22.487,0.904,49.217,16.501,9.808,0.229,-1.371e-4,14.61,-0.024,856,166,0.024,8.095e-4,544,417,2.015,0.089,1.335e6,0,0.802,0.503,0.504,0.235,0.148,0.121,0.068,0.13,-2.882e-4,0,0,0,0,0.007,0.003,63,30,24.752,0.046,4.807,9.884,922.5,337.289,0.05,0.079
9.54,487.665,11.944,-10.047,25.423,10.087,225.823,0.104,225.823,0.026,22.442,0.902,49.217,16.501,9.808,0.286,-1.002e-4,16.387,-0.01,856,166,0.024,8.095e-4,544,417,2.013,0.088,1.322e6,0,0.788,0.504,0.504,0.235,0.148,0.121,0.082,0.156,-2.571e-4,0,0,0,0,0.01,0.003,63,30,24.007,0.046,4.774,9.88,922.5,337.286,0.05,0.079
9.59,488.249,11.442,-10.049,25.151,10.087,226.944,0.105,226.944,0.027,22.397,0.88,49.217,16.501,9.808,0.229,-1.259e-4,17.991,0.018,856,166,0.024,8.095e-4,544,417,2.015,0.087,1.309e6,0,0.773,0.504,0.504,0.235,0.148,0.121,0.07,0.129,8.622e-6,0,0,0,0,0.012,0.003,63,30,23.147,0.046,4.719,9.876,922.4,337.284,0.05,0.08
9.64,488.809,10.939,-10.061,24.887,10.097,228.062,0.106,228.062,0.027,22.354,0.858,49.217,16.501,9.808,0.172,-1.598e-4,19.251,0.041,856,166,0.024,8.095e-4,545,417,2.018,0.087,1.299e6,0,0.761,0.504,0.504,0.236,0.148,0.121,0.052,0.091,-1.749e-4,0,0,0,0,0.014,0.003,63,30,22.173,0.046,4.714,9.873,922.3,337.282,0.05,0.08
9.69,489.343,10.435,-10.098,24.631,10.131,229.179,0.107,229.179,0.027,22.312,0.826,49.217,16.501,9.808,0.057,-9.081e-5,19.939,0.115,856,166,0.024,8.095e-4,545,417,2.023,0.086,1.287e6,0,0.748,0.505,0.505,0.236,0.148,0.121,0.017,0.02,-3.802e-4,0,0,0,0,0.015,0.003,63,30,21.199,0.046,4.673,9.869,922.3,337.28,0.05,0.08
9.74,489.853,9.93,-10.09,24.384,10.123,230.294,0.108,230.294,0.027,22.271,0.821,49.217,16.501,9.808,0.041,-1.206e-4,19.996,0.172,856,166,0.024,8.095e-4,545,417,2.024,0.085,1.282e6,0,0.742,0.505,0.505,0.236,0.148,0.121,0.012,0.009,-3.131e-4,0,0,0,0,0.015,0.003,63,30,20.225,0.046,4.777,9.866,922.2,337.278,0.05,0.08
9.79,490.336,9.426,-10.107,24.146,10.139,231.406,0.11,231.406,0.027,22.23,0.802,49.217,16.501,9.808,0.035,-1.648e-4,-19.939,0.286,856,166,0.024,8.095e-4,545,417,2.024,0.085,1.273e6,0,0.732,0.505,0.505,0.237,0.148,0.121,0.01,0.036,9.281e-5,0,0,0,0,-0.015,0.003,63,30,19.194,0.046,4.781,9.863,922.2,337.276,0.05,0.08
9.84,490.795,8.92,-10.119,23.916,10.15,232.517,0.111,232.517,0.027,22.191,0.784,49.217,16.501,9.808,0.115,-1.407e-4,-19.309,0.115,856,166,0.024,8.095e-4,545,417,2.021,0.084,1.262e6,0,0.72,0.505,0.506,0.237,0.147,0.121,0.03,0.075,-3.254e-4,0,0,0,0,-0.014,0.003,63,30,18.22,0.046,4.743,9.86,922.1,337.274,0.05,0.08
9.89,491.228,8.414,-10.099,23.696,10.129,233.625,0.112,233.625,0.027,22.152,0.78,49.217,16.501,9.808,0.115,-1.457e-4,-18.507,0.057,856,166,0.024,8.095e-4,545,417,2.021,0.084,1.254e6,0,0.711,0.506,0.506,0.237,0.147,0.121,0.027,0.068,3.225e-4,0,0,0,0,-0.014,0.003,63,30,17.246,0.047,4.75,9.857,922.1,337.272,0.05,0.081
9.94,491.637,7.911,-10.03,23.485,10.061,234.732,0.113,234.732,0.028,22.112,0.798,49.217,16.501,9.808,0.028,-1.71e-4,18.105,-0.057,856,166,0.024,8.095e-4,545,417,2.024,0.083,1.251e6,0,0.708,0.506,0.506,0.237,0.147,0.121,0.008,0.003,-1.368e-5,0,0,0,0,0.013,0.003,63,30,16.387,0.047,4.887,9.854,922,337.271,0.05,0.081
9.99,492.02,7.411,-9.974,23.283,10.007,235.836,0.114,235.836,0.028,22.072,0.808,49.217,16.501,9.808,0.115,-1.247e-4,18.507,-0.057,856,166,0.024,8.095e-4,545,417,2.02,0.083,1.247e6,0,0.704,0.506,0.506,0.238,0.147,0.121,0.035,0.056,1.002e-4,0,0,0,0,0.014,0.003,63,30,15.47,0.048,4.971,9.852,922,337.269,0.05,0.081
10.04,492.378,6.913,-9.951,23.091,9.983,236.939,0.115,236.939,0.028,22.032,0.802,49.217,16.501,9.808,0.115,-1.977e-4,19.137,-0.057,856,166,0.024,8.095e-4,545,417,2.019,0.083,1.239e6,0,0.695,0.506,0.506,0.238,0.147,0.121,0.04,0.066,3.635e-4,0,0,0,0,0.015,0.003,63,30,14.496,0.048,4.955,9.85,921.9,337.268,0.05,0.081
10.09,492.711,6.416,-9.943,22.908,9.974,238.039,0.116,238.039,0.028,21.992,0.792,49.217,16.501,9.808,0.115,-1.086e-4,19.767,-0.057,856,166,0.024,8.095e-4,545,417,2.02,0.082,1.23e6,0,0.685,0.506,0.506,0.238,0.147,0.121,0.035,0.056,7.267e-5,0,0,0,0,0.016,0.003,63,30,13.522,0.048,4.914,9.847,921.9,337.266,0.05,0.081
10.14,493.019,5.918,-9.944,22.736,9.974,239.138,0.117,239.138,0.028,21.952,0.779,49.217,16.501,9.808,0.057,-9.007e-5,20.168,-0.039,856,166,0.024,8.095e-4,545,417,2.022,0.081,1.221e6,0,0.676,0.507,0.507,0.239,0.147,0.121,0.024,0.032,4.427e-4,0,0,0,0,0.017,0.003,63,30,12.548,0.048,4.855,9.845,921.9,337.265,0.05,0.081
10.19,493.303,5.421,-9.935,22.574,9.965,240.235,0.118,240.235,0.028,21.914,0.772,49.217,16.501,9.808,0.057,-1.493e-4,20.455,0.009,856,166,0.024,8.095e-4,545,417,2.022,0.081,1.215e6,0,0.669,0.507,0.507,0.239,0.147,0.121,0.02,0.024,-3.886e-4,0,0,0,0,0.018,0.003,63,30,11.516,0.049,4.863,9.844,921.8,337.264,0.05,0.082
10.24,493.561,4.925,-9.926,22.423,9.955,241.329,0.12,241.329,0.028,21.875,0.767,49.217,16.501,9.808,0.057,-1.828e-4,20.626,0.055,856,166,0.024,8.095e-4,545,417,2.023,0.081,1.21e6,0,0.664,0.507,0.507,0.239,0.147,0.121,0.017,0.015,2.672e-4,0,0,0,0,0.018,0.003,63,30,10.485,0.049,4.878,9.842,921.8,337.263,0.05,0.082
10.29,493.795,4.429,-9.904,22.282,9.934,242.422,0.121,242.422,0.029,21.837,0.769,49.217,16.501,9.808,0.057,-6.858e-5,20.856,-0.037,856,166,0.024,8.095e-4,545,417,2.022,0.081,1.209e6,0,0.663,0.507,0.507,0.239,0.147,0.121,0.021,0.025,9.162e-5,0,0,0,0,0.018,0.003,63,30,9.454,0.049,4.988,9.84,921.8,337.262,0.05,0.082
